"bundestagId","name","party","profileUrl","hasConstituencyOffice","officeCount","postalAddress","postalCode","city","rawLines"
"1043330","Abdi, Sanae","SPD","https://www.bundestag.de/abgeordnete/biografien/A/abdi_sanae-1043330","true","2","Wahlkreisbüro Köln-Innenstadt, Magnusstraße 18 b, 50672 Köln | Wahlkreisbüro Kalk, Kalker Hauptstraße 212, 51103 Köln","50672 | 51103","Köln | Köln","Wahlkreisbüro Köln-Innenstadt
Magnusstraße 18 b
50672 Köln
---
Wahlkreisbüro Kalk
Kalker Hauptstraße 212
51103 Köln"
"1043342","Abraham, Knut","CDU/CSU","https://www.bundestag.de/abgeordnete/biografien/A/abraham_knut-1043342","true","2","Wahlkreisbüro Finsterwalde, Berliner Straße 27, 03238 Finsterwalde | Wahlkreisbüro Senftenberg, Schloßstraße 16, 01968 Senftenberg","03238 | 01968","Finsterwalde | Senftenberg","Wahlkreisbüro Finsterwalde
Berliner Straße 27
03238 Finsterwalde
---
Wahlkreisbüro Senftenberg
Schloßstraße 16
01968 Senftenberg"
"1043346","Achelwilm, Doris","Die Linke","https://www.bundestag.de/abgeordnete/biografien/A/achelwilm_doris-1043346","true","1","Doventorstraße 2, 28195 Bremen","28195","Bremen","Doventorstraße 2
28195 Bremen"
"1043358","Aeikens, Anna","CDU/CSU","https://www.bundestag.de/abgeordnete/biografien/A/aeikens_anna-1043358","false","0","","","",""
"1043370","Ahmetović, Adis","SPD","https://www.bundestag.de/abgeordnete/biografien/A/ahmetovic_adis-1043370","true","1","Im Kreuzkampe 1, 30655 Hannover","30655","Hannover","Im Kreuzkampe 1
30655 Hannover"
"1043376","Akbulut, Gökay","Die Linke","https://www.bundestag.de/abgeordnete/biografien/A/akbulut_goekay-1043376","false","0","","","",""
"1043380","Aken, Jan van","Die Linke","https://www.bundestag.de/abgeordnete/biografien/A/aken_jan-1043380","true","1","Burchardstraße 21, 20095 Hamburg","20095","Hamburg","Burchardstraße 21
20095 Hamburg"
"1043422","Al-Wazir, Tarek","Bündnis 90/Die Grünen","https://www.bundestag.de/abgeordnete/biografien/A/al_wazir_tarek-1043422","true","1","Domstraße 87 - 89, 63067 Offenbach","63067","Offenbach","Domstraße 87 - 89
63067 Offenbach"
"1043386","Alabali Radovan, Reem","SPD","https://www.bundestag.de/abgeordnete/biografien/A/alabali_radovan_reem-1043386","true","3","Wahlreisbüro Schwerin, Wismarsche Str. 152, 19053 Schwerin | Wahlkreisbüro Hagenow, Bergstraße 10, 19230 Hagenow | Wahlkreisbüro Greifswald, Weißgerberstraße 14, 17489 Greifswald","19053 | 19230 | 17489","Schwerin | Hagenow | Greifswald","Wahlreisbüro Schwerin
Wismarsche Str. 152
19053 Schwerin
---
Wahlkreisbüro Hagenow
Bergstraße 10
19230 Hagenow
---
Wahlkreisbüro Greifswald
Weißgerberstraße 14
17489 Greifswald"
"1043390","Albani, Stephan","CDU/CSU","https://www.bundestag.de/abgeordnete/biografien/A/albani_stephan-1043390","true","2","Wahlkreisbüro Oldenburg, Unterm Berg 20, 26123 Oldenburg | Wahlkreisbüro Ammerland, Langenhof 2, 26160 Bad Zwischenahn","26123 | 26160","Oldenburg | Bad Zwischenahn","Wahlkreisbüro Oldenburg
Unterm Berg 20
26123 Oldenburg
---
Wahlkreisbüro Ammerland
Langenhof 2
26160 Bad Zwischenahn"
"1043402","Alhamwi, Dr. Alaa","Bündnis 90/Die Grünen","https://www.bundestag.de/abgeordnete/biografien/A/alhamwi_alaa-1043402","true","1","Friedensplatz 4, 26122 Oldenburg","26122","Oldenburg","Friedensplatz 4
26122 Oldenburg"
"1043416","Altenkamp, Norbert Maria","CDU/CSU","https://www.bundestag.de/abgeordnete/biografien/A/altenkamp_norbert-1043416","true","1","Hattersheimer Str. 46, 65719 Hofheim am Taunus","65719","Hofheim am Taunus","Hattersheimer Str. 46
65719 Hofheim am Taunus"
"1043428","Amthor, Philipp","CDU/CSU","https://www.bundestag.de/abgeordnete/biografien/A/amthor_philipp-1043428","false","0","","","",""
"1043430","Amtsberg, Luise","Bündnis 90/Die Grünen","https://www.bundestag.de/abgeordnete/biografien/A/amtsberg_luise-1043430","true","1","Gartenstraße 27 / Eingang Legienstraße 27, 24103 Kiel","24103","Kiel","Gartenstraße 27 / Eingang Legienstraße 27
24103 Kiel"
"1043446","Arndt, Dr. Michael","Die Linke","https://www.bundestag.de/abgeordnete/biografien/A/arndt_michael-1043446","true","1","Untere Allee 3, 66424 Homburg, Startseite, Abgeordnete, Biografien, A, zurück zu: Biografien, (), Instagram, Instagram-Kanäle, Bundestag, (Externer Link, Link öffnet ein neues Fenster), Bundestagspräsidentin, (Externer Link, Link öffnet ein neues Fenster), LinkedIn, Mastodon, Mastodon-Kanäle, Bundestag, (Externer Link, Link öffnet ein neues Fenster), hib-Nachrichten, (Externer Link, Link öffnet ein neues Fenster), WhatsApp, YouTube, Hilfe, Kontakt, Inhaltsübersicht, Instagram, Instagram-Kanäle, Bundestag, (Externer Link, Link öffnet ein neues Fenster), Bundestagspräsidentin, (Externer Link, Link öffnet ein neues Fenster), LinkedIn, Mastodon, Mastodon-Kanäle, Bundestag, (Externer Link, Link öffnet ein neues Fenster), hib-Nachrichten, (Externer Link, Link öffnet ein neues Fenster), WhatsApp, YouTube, Barrierefreiheit, Datenschutz, Impressum, © Deutscher Bundestag, Ausdruck aus dem Internet-Angebot des Deutschen Bundestages, https://www.bundestag.de/abgeordnete/biografien/A/arndt_michael-1043446, Stand: 04.07.2026","66424","Homburg","Untere Allee 3
66424 Homburg
Startseite
Abgeordnete
Biografien
A
zurück zu: Biografien
()
Instagram
Instagram-Kanäle
Bundestag
(Externer Link, Link öffnet ein neues Fenster)
Bundestagspräsidentin
(Externer Link, Link öffnet ein neues Fenster)
LinkedIn
Mastodon
Mastodon-Kanäle
Bundestag
(Externer Link, Link öffnet ein neues Fenster)
hib-Nachrichten
(Externer Link, Link öffnet ein neues Fenster)
WhatsApp
YouTube
Hilfe
Kontakt
Inhaltsübersicht
Instagram
Instagram-Kanäle
Bundestag
(Externer Link, Link öffnet ein neues Fenster)
Bundestagspräsidentin
(Externer Link, Link öffnet ein neues Fenster)
LinkedIn
Mastodon
Mastodon-Kanäle
Bundestag
(Externer Link, Link öffnet ein neues Fenster)
hib-Nachrichten
(Externer Link, Link öffnet ein neues Fenster)
WhatsApp
YouTube
Barrierefreiheit
Datenschutz
Impressum
© Deutscher Bundestag
Ausdruck aus dem Internet-Angebot des Deutschen Bundestages
https://www.bundestag.de/abgeordnete/biografien/A/arndt_michael-1043446
Stand: 04.07.2026"
"1043452","Arpaschi, Alexander","AfD","https://www.bundestag.de/abgeordnete/biografien/A/arpaschi_alexander-1043452","true","1","Blütenfeldplatz 1-8, 76532 Baden-Baden","76532","Baden-Baden","Blütenfeldplatz 1-8
76532 Baden-Baden"
"1043460","Asar, Ayse","Bündnis 90/Die Grünen","https://www.bundestag.de/abgeordnete/biografien/A/asar_ayse-1043460","true","1","Diezer Straße 108, 65549 Limburg an der Lahn","65549","Limburg an der Lahn","Diezer Straße 108
65549 Limburg an der Lahn"
"1086638","Asghari, Prof. Dr. Reza","CDU/CSU","https://www.bundestag.de/abgeordnete/biografien/A/asghari_reza-1086638","true","1","Wahlkreisbüro Prof. Dr. Reza Asghari, MdB, Im kalten Tale 20, 38304 Wolfenbüttel","38304","Wolfenbüttel","Wahlkreisbüro Prof. Dr. Reza Asghari, MdB
Im kalten Tale 20
38304 Wolfenbüttel"
"1043470","Ataoğlu, Tijen","CDU/CSU","https://www.bundestag.de/abgeordnete/biografien/A/ataoglu_tijen-1043470","true","1","Rathausstraße 23, 58095 Hagen, Startseite, Abgeordnete, Biografien, A, zurück zu: Biografien, (), Instagram, Instagram-Kanäle, Bundestag, (Externer Link, Link öffnet ein neues Fenster), Bundestagspräsidentin, (Externer Link, Link öffnet ein neues Fenster), LinkedIn, Mastodon, Mastodon-Kanäle, Bundestag, (Externer Link, Link öffnet ein neues Fenster), hib-Nachrichten, (Externer Link, Link öffnet ein neues Fenster), WhatsApp, YouTube, Hilfe, Kontakt, Inhaltsübersicht, Instagram, Instagram-Kanäle, Bundestag, (Externer Link, Link öffnet ein neues Fenster), Bundestagspräsidentin, (Externer Link, Link öffnet ein neues Fenster), LinkedIn, Mastodon, Mastodon-Kanäle, Bundestag, (Externer Link, Link öffnet ein neues Fenster), hib-Nachrichten, (Externer Link, Link öffnet ein neues Fenster), WhatsApp, YouTube, Barrierefreiheit, Datenschutz, Impressum, © Deutscher Bundestag, Ausdruck aus dem Internet-Angebot des Deutschen Bundestages, https://www.bundestag.de/abgeordnete/biografien/A/ataoglu_tijen-1043470, Stand: 04.07.2026","58095","Hagen","Rathausstraße 23
58095 Hagen
Startseite
Abgeordnete
Biografien
A
zurück zu: Biografien
()
Instagram
Instagram-Kanäle
Bundestag
(Externer Link, Link öffnet ein neues Fenster)
Bundestagspräsidentin
(Externer Link, Link öffnet ein neues Fenster)
LinkedIn
Mastodon
Mastodon-Kanäle
Bundestag
(Externer Link, Link öffnet ein neues Fenster)
hib-Nachrichten
(Externer Link, Link öffnet ein neues Fenster)
WhatsApp
YouTube
Hilfe
Kontakt
Inhaltsübersicht
Instagram
Instagram-Kanäle
Bundestag
(Externer Link, Link öffnet ein neues Fenster)
Bundestagspräsidentin
(Externer Link, Link öffnet ein neues Fenster)
LinkedIn
Mastodon
Mastodon-Kanäle
Bundestag
(Externer Link, Link öffnet ein neues Fenster)
hib-Nachrichten
(Externer Link, Link öffnet ein neues Fenster)
WhatsApp
YouTube
Barrierefreiheit
Datenschutz
Impressum
© Deutscher Bundestag
Ausdruck aus dem Internet-Angebot des Deutschen Bundestages
https://www.bundestag.de/abgeordnete/biografien/A/ataoglu_tijen-1043470
Stand: 04.07.2026"
"1043476","Audretsch, Andreas","Bündnis 90/Die Grünen","https://www.bundestag.de/abgeordnete/biografien/A/audretsch_andreas-1043476","true","1","Braunschweiger Straße 71, 12055 Berlin","12055","Berlin","Braunschweiger Straße 71
12055 Berlin"
"1048348","Auernhammer, Artur","CDU/CSU","https://www.bundestag.de/abgeordnete/biografien/A/auernhammer_artur-1048348","true","1","Bahnhofsplatz 1, 91522 Ansbach","91522","Ansbach","Bahnhofsplatz 1
91522 Ansbach"
"1048350","Aumer, Peter","CDU/CSU","https://www.bundestag.de/abgeordnete/biografien/A/aumer_peter-1048350","false","0","","","",""
"1043496","Babendererde, Dr. Cornell-Anette","CDU/CSU","https://www.bundestag.de/abgeordnete/biografien/B/babendererde_cornell-1043496","true","1","Bahnhofstraße 21, 21423 Winsen","21423","Winsen","Bahnhofstraße 21
21423 Winsen"
"1043502","Bachmann, Carolin","AfD","https://www.bundestag.de/abgeordnete/biografien/B/bachmann_carolin-1043502","true","1","AfD Bürgerbüro Mittweida, Rochlitzer Straße 73, 09648 Mittweida, AfD Bürgerbüro Freiberg, Burgstraße 25, 09599 Freiberg","09648","Mittweida","AfD Bürgerbüro Mittweida
Rochlitzer Straße 73
09648 Mittweida
AfD Bürgerbüro Freiberg
Burgstraße 25
09599 Freiberg"
"1043506","Badum, Lisa","Bündnis 90/Die Grünen","https://www.bundestag.de/abgeordnete/biografien/B/badum_lisa-1043506","true","2","Wahlkreisbüro Bamberg, Luitpoldstraße 53, 96052 Bamberg | Wahlkreisbüro Forchheim, Paradeplatz 19, 91301 Forchheim","96052 | 91301","Bamberg | Forchheim","Wahlkreisbüro Bamberg
Luitpoldstraße 53
96052 Bamberg
---
Wahlkreisbüro Forchheim
Paradeplatz 19
91301 Forchheim"
"1043526","Bär, Dorothee","CDU/CSU","https://www.bundestag.de/abgeordnete/biografien/B/baer_dorothee-1043526","true","1","Obere Marktstraße 1, 97688 Bad Kissingen","97688","Bad Kissingen","Obere Marktstraße 1
97688 Bad Kissingen"
"1043528","Bär, Karl","Bündnis 90/Die Grünen","https://www.bundestag.de/abgeordnete/biografien/B/baer_karl-1043528","true","1","Marienstraße 3, 83607 Holzkirchen","83607","Holzkirchen","Marienstraße 3
83607 Holzkirchen"
"1043508","Baerbock, Annalena","Bündnis 90/Die Grünen","https://www.bundestag.de/abgeordnete/biografien/B/baerbock_annalena-1043508","false","0","","","",""
"1043516","Baldy, Daniel","SPD","https://www.bundestag.de/abgeordnete/biografien/B/baldy_daniel-1043516","true","1","Fuststraße 8, 55116 Mainz","55116","Mainz","Fuststraße 8
55116 Mainz"
"1043518","Balten, Adam","AfD","https://www.bundestag.de/abgeordnete/biografien/B/balten_adam-1043518","false","0","","","",""
"1043522","Banaszak, Felix","Bündnis 90/Die Grünen","https://www.bundestag.de/abgeordnete/biografien/B/banaszak_felix-1043522","true","1","Wahlkreisbüro Duisburg, Pulverweg 5, 47051 Duisburg, Regionalbüro Brandenburg an der Havel, Ritterstraße 90, 14770 Brandenburg an der Havel","47051","Duisburg","Wahlkreisbüro Duisburg
Pulverweg 5
47051 Duisburg
Regionalbüro Brandenburg an der Havel
Ritterstraße 90
14770 Brandenburg an der Havel"
"1048368","Bareiß, Thomas","CDU/CSU","https://www.bundestag.de/abgeordnete/biografien/B/bareiss_thomas-1048368","false","0","","","",""
"1043546","Bartol, Sören","SPD","https://www.bundestag.de/abgeordnete/biografien/B/bartol_soeren-1043546","false","0","","","",""
"1043548","Bartsch, Dr. Dietmar","Die Linke","https://www.bundestag.de/abgeordnete/biografien/B/bartsch_dietmar-1043548","false","0","","","",""
"1043554","Bas, Bärbel","SPD","https://www.bundestag.de/abgeordnete/biografien/B/bas_baerbel-1043554","true","1","Krummacherstraße 33, 47051 Duisburg","47051","Duisburg","Krummacherstraße 33
47051 Duisburg"
"1043562","Bauer, Marcel","Die Linke","https://www.bundestag.de/abgeordnete/biografien/B/bauer_marcel-1043562","false","0","","","",""
"1048376","Baum, Dr. Christina","AfD","https://www.bundestag.de/abgeordnete/biografien/B/baum_christina-1048376","false","0","","","",""
"1043568","Baumann, Dr. Bernd","AfD","https://www.bundestag.de/abgeordnete/biografien/B/baumann_bernd-1043568","false","0","","","",""
"1043570","Baumgartner, Günter","CDU/CSU","https://www.bundestag.de/abgeordnete/biografien/B/baumgartner_guenter-1043570","true","2","CSU-Bundeswahlkreisgeschäftsstelle Rottal-Inn, Bezirksamtsgasse 1, 84307 Eggenfelden | Wahlkreisbüro Dingolfing-Landau, Marienplatz 11, 94405 Landau","84307 | 94405","Eggenfelden | Landau","CSU-Bundeswahlkreisgeschäftsstelle Rottal-Inn
Bezirksamtsgasse 1
84307 Eggenfelden
---
Wahlkreisbüro Dingolfing-Landau
Marienplatz 11
94405 Landau"
"1043580","Beck, Katharina","Bündnis 90/Die Grünen","https://www.bundestag.de/abgeordnete/biografien/B/beck_katharina-1043580","true","1","Burchardstraße 19, 20095 Hamburg","20095","Hamburg","Burchardstraße 19
20095 Hamburg"
"1043590","Becker, Carsten","AfD","https://www.bundestag.de/abgeordnete/biografien/B/becker_carsten-1043590","true","1","Wahlkreisbüro Dillingen/Saar, Stummstraße 30, 66763 Dillingen/Saar, Startseite, Abgeordnete, Biografien, B, zurück zu: Biografien, (), Instagram, Instagram-Kanäle, Bundestag, (Externer Link, Link öffnet ein neues Fenster), Bundestagspräsidentin, (Externer Link, Link öffnet ein neues Fenster), LinkedIn, Mastodon, Mastodon-Kanäle, Bundestag, (Externer Link, Link öffnet ein neues Fenster), hib-Nachrichten, (Externer Link, Link öffnet ein neues Fenster), WhatsApp, YouTube, Hilfe, Kontakt, Inhaltsübersicht, Instagram, Instagram-Kanäle, Bundestag, (Externer Link, Link öffnet ein neues Fenster), Bundestagspräsidentin, (Externer Link, Link öffnet ein neues Fenster), LinkedIn, Mastodon, Mastodon-Kanäle, Bundestag, (Externer Link, Link öffnet ein neues Fenster), hib-Nachrichten, (Externer Link, Link öffnet ein neues Fenster), WhatsApp, YouTube, Barrierefreiheit, Datenschutz, Impressum, © Deutscher Bundestag, Ausdruck aus dem Internet-Angebot des Deutschen Bundestages, https://www.bundestag.de/abgeordnete/biografien/B/becker_carsten-1043590, Stand: 04.07.2026","66763","Dillingen/Saar","Wahlkreisbüro Dillingen/Saar
Stummstraße 30
66763 Dillingen/Saar
Startseite
Abgeordnete
Biografien
B
zurück zu: Biografien
()
Instagram
Instagram-Kanäle
Bundestag
(Externer Link, Link öffnet ein neues Fenster)
Bundestagspräsidentin
(Externer Link, Link öffnet ein neues Fenster)
LinkedIn
Mastodon
Mastodon-Kanäle
Bundestag
(Externer Link, Link öffnet ein neues Fenster)
hib-Nachrichten
(Externer Link, Link öffnet ein neues Fenster)
WhatsApp
YouTube
Hilfe
Kontakt
Inhaltsübersicht
Instagram
Instagram-Kanäle
Bundestag
(Externer Link, Link öffnet ein neues Fenster)
Bundestagspräsidentin
(Externer Link, Link öffnet ein neues Fenster)
LinkedIn
Mastodon
Mastodon-Kanäle
Bundestag
(Externer Link, Link öffnet ein neues Fenster)
hib-Nachrichten
(Externer Link, Link öffnet ein neues Fenster)
WhatsApp
YouTube
Barrierefreiheit
Datenschutz
Impressum
© Deutscher Bundestag
Ausdruck aus dem Internet-Angebot des Deutschen Bundestages
https://www.bundestag.de/abgeordnete/biografien/B/becker_carsten-1043590
Stand: 04.07.2026"
"1043592","Becker, Desiree","Die Linke","https://www.bundestag.de/abgeordnete/biografien/B/becker_desiree-1043592","true","2","Wahlkreisbüro Gießen, Steinstr. 77, 35390 Gießen | Wahlkreisbüro Marburg, Elisabethstraße 9, 35037 Marburg","35390 | 35037","Gießen | Marburg","Wahlkreisbüro Gießen
Steinstr. 77
35390 Gießen
---
Wahlkreisbüro Marburg
Elisabethstraße 9
35037 Marburg"
"1043614","Beek, Sascha van","CDU/CSU","https://www.bundestag.de/abgeordnete/biografien/B/beek_sascha-1043614","false","0","","","",""
"1043618","Behrens, Jens","SPD","https://www.bundestag.de/abgeordnete/biografien/B/behrens_jens-1043618","true","2","Wahlkreisbüro Soest, Ulricherstraße 27, 59494 Soest | Wahlkreisbüro Lippstadt, Cappelstraße 7, 59555 Lippstadt","59494 | 59555","Soest | Lippstadt","Wahlkreisbüro Soest
Ulricherstraße 27
59494 Soest
---
Wahlkreisbüro Lippstadt
Cappelstraße 7
59555 Lippstadt"
"1043648","Benner, Lukas","Bündnis 90/Die Grünen","https://www.bundestag.de/abgeordnete/biografien/B/benner_lukas-1043648","true","1","Franzstraße 34, 52064 Aachen","52064","Aachen","Franzstraße 34
52064 Aachen"
"1043678","Bernhard, Marc","AfD","https://www.bundestag.de/abgeordnete/biografien/B/bernhard_marc-1043678","false","0","","","",""
"1043686","Bernstein, Melanie","CDU/CSU","https://www.bundestag.de/abgeordnete/biografien/B/bernstein_melanie-1043686","true","1","„Altes Amtsgericht“, Hamburger Str. 29, 23795 Bad Segeberg","23795","Bad Segeberg","„Altes Amtsgericht“
Hamburger Str. 29
23795 Bad Segeberg"
"1048412","Bessin, Birgit","AfD","https://www.bundestag.de/abgeordnete/biografien/B/bessin_birgit-1048412","true","5","Wahlkreisbüro Ortrand, Straße der Einheit 28, 01990 Ortrand | Wahlkreisbüro Senftenberg, Schmiedestr. 9/11, 01968 Senftenberg | Wahlkreisbüro Finsterwalde, August-Bebel-Str. 11, 03238 Finsterwalde | Wahlkreisbüro Bad Liebenwerda, Hainsche Str. 3, 04924 Bad Liebenwerda | Bürgerbüro Birgit Bessin MdB, Baruther Str. 28, 14959 Trebbin","01990 | 01968 | 03238 | 04924 | 14959","Ortrand | Senftenberg | Finsterwalde | Bad Liebenwerda | Trebbin","Wahlkreisbüro Ortrand
Straße der Einheit 28
01990 Ortrand
---
Wahlkreisbüro Senftenberg
Schmiedestr. 9/11
01968 Senftenberg
---
Wahlkreisbüro Finsterwalde
August-Bebel-Str. 11
03238 Finsterwalde
---
Wahlkreisbüro Bad Liebenwerda
Hainsche Str. 3
04924 Bad Liebenwerda
---
Bürgerbüro Birgit Bessin MdB
Baruther Str. 28
14959 Trebbin"
"1043690","Bettermann, Daniel","SPD","https://www.bundestag.de/abgeordnete/biografien/B/bettermann_daniel-1043690","true","1","Humboldtstraße 8 A, 34117 Kassel","34117","Kassel","Humboldtstraße 8 A
34117 Kassel"
"1043694","Beutin, Lorenz Gösta","Die Linke","https://www.bundestag.de/abgeordnete/biografien/B/beutin_lorenz-1043694","false","0","","","",""
"1043696","Beyer, Peter","CDU/CSU","https://www.bundestag.de/abgeordnete/biografien/B/beyer_peter-1043696","true","1","Friedrichstraße 140a, 42551 Velbert","42551","Velbert","Friedrichstraße 140a
42551 Velbert"
"1048416","Biadacz, Marc","CDU/CSU","https://www.bundestag.de/abgeordnete/biografien/B/biadacz_marc-1048416","true","1","Bürgerbüro, Marktplatz 22, 71032 Böblingen","71032","Böblingen","Bürgerbüro
Marktplatz 22
71032 Böblingen"
"1048434","Bilger, Steffen","CDU/CSU","https://www.bundestag.de/abgeordnete/biografien/B/bilger_steffen-1048434","true","1","Stuttgarter Straße 50, 71638 Ludwigsburg","71638","Ludwigsburg","Stuttgarter Straße 50
71638 Ludwigsburg"
"1043708","Bilic, Florian","CDU/CSU","https://www.bundestag.de/abgeordnete/biografien/B/bilic_florian-1043708","true","1","Teichstraße 8, 66953 Pirmasens","66953","Pirmasens","Teichstraße 8
66953 Pirmasens"
"1043712","Birghan, Dr. Christoph","AfD","https://www.bundestag.de/abgeordnete/biografien/B/birghan_christoph-1043712","true","1","Scheibenstraße 6/top3, 83278 Traunstein","83278","Traunstein","Scheibenstraße 6/top3
83278 Traunstein"
"1043716","Blankenburg, Jakob","SPD","https://www.bundestag.de/abgeordnete/biografien/B/blankenburg_jakob-1043716","false","0","","","",""
"1043722","Bleck, Andreas","AfD","https://www.bundestag.de/abgeordnete/biografien/B/bleck_andreas-1043722","true","2","Wahlkreisbüro Neuwied, Feldkircher Straße 40a, 56567 Neuwied | Wahlkreisbüro Altenkirchen, Wilhelmstr. 53, 57610 Altenkirchen","56567 | 57610","Neuwied | Altenkirchen","Wahlkreisbüro Neuwied
Feldkircher Straße 40a
56567 Neuwied
---
Wahlkreisbüro Altenkirchen
Wilhelmstr. 53
57610 Altenkirchen"
"1043728","Bloch, Joachim","AfD","https://www.bundestag.de/abgeordnete/biografien/B/bloch_joachim-1043728","true","1","Hauptstraße 26 - 28, 78628 Rottweil","78628","Rottweil","Hauptstraße 26 - 28
78628 Rottweil"
"1043730","Blos, Dr. Michael","AfD","https://www.bundestag.de/abgeordnete/biografien/B/blos_michael-1043730","true","1","Burgheimer Str. 61, 77933 Lahr/Schwarzwald","77933","Lahr/Schwarzwald","Burgheimer Str. 61
77933 Lahr/Schwarzwald"
"1043736","Bochmann, René","AfD","https://www.bundestag.de/abgeordnete/biografien/B/bochmann_rene-1043736","true","3","Wahlkreisbüro Eilenburg, Puschkinstraße 9, 04838 Eilenburg | Wahlkreisbüro Oschatz, Wermsdorfer Straße 1, 04758 Oschatz | Wahlkreisbüro Torgau, Breite Straße 4, 04860 Torgau","04838 | 04758 | 04860","Eilenburg | Oschatz | Torgau","Wahlkreisbüro Eilenburg
Puschkinstraße 9
04838 Eilenburg
---
Wahlkreisbüro Oschatz
Wermsdorfer Straße 1
04758 Oschatz
---
Wahlkreisbüro Torgau
Breite Straße 4
04860 Torgau"
"1043738","Bock, Violetta","Die Linke","https://www.bundestag.de/abgeordnete/biografien/B/bock_violetta-1043738","true","2","Wahlkreisbüro Kassel, Schillerstr. 21, 34117 Kassel | Wahlkreisbüro Schwalmstadt, Steingasse 5, 34613 Schwalmstadt","34117 | 34613","Kassel | Schwalmstadt","Wahlkreisbüro Kassel
Schillerstr. 21
34117 Kassel
---
Wahlkreisbüro Schwalmstadt
Steingasse 5
34613 Schwalmstadt"
"1043740","Bodin, Leif Erik","CDU/CSU","https://www.bundestag.de/abgeordnete/biografien/B/bodin_leif-1043740","true","2","Wahlkreisbüro Nordfriesland, Hinrich-Fehrs-Str. 2, 25813 Husum | Wahlkreisbüro Dithmarschen-Nord, Neue Anlage 17, 25746 Heide","25813 | 25746","Husum | Heide","Wahlkreisbüro Nordfriesland
Hinrich-Fehrs-Str. 2
25813 Husum
---
Wahlkreisbüro Dithmarschen-Nord
Neue Anlage 17
25746 Heide"
"1043742","Boehringer, Peter","AfD","https://www.bundestag.de/abgeordnete/biografien/B/boehringer_peter-1043742","true","1","Wahlkreisbüro Amberg-Neumarkt, Am Herzogsberg 1, 92355 Velburg","92355","Velburg","Wahlkreisbüro Amberg-Neumarkt
Am Herzogsberg 1
92355 Velburg"
"1043784","Böttger, Janina","Die Linke","https://www.bundestag.de/abgeordnete/biografien/B/boettger_janina-1043784","false","0","","","",""
"1043750","Bohnhof, Peter","AfD","https://www.bundestag.de/abgeordnete/biografien/B/bohnhof_peter-1043750","false","0","","","",""
"1043754","Bollmann, Gereon","AfD","https://www.bundestag.de/abgeordnete/biografien/B/bollmann_gereon-1043754","false","0","","","",""
"1043756","Bollmann, Hendrik","SPD","https://www.bundestag.de/abgeordnete/biografien/B/bollmann_hendrik-1043756","true","1","Bochumer Straße 26, 44623 Herne","44623","Herne","Bochumer Straße 26
44623 Herne"
"1043764","Borchardt, Simone","CDU/CSU","https://www.bundestag.de/abgeordnete/biografien/B/borchardt_simone-1043764","true","1","August-Bebel-Straße 40, 23936 Grevesmühlen","23936","Grevesmühlen","August-Bebel-Straße 40
23936 Grevesmühlen"
"1043774","Bosbach, Caroline","CDU/CSU","https://www.bundestag.de/abgeordnete/biografien/B/bosbach_caroline-1043774","true","1","CDU Rhein-Berg, Am Stadion 18-24, 51465 Bergisch Gladbach","51465","Bergisch Gladbach","CDU Rhein-Berg
Am Stadion 18-24
51465 Bergisch Gladbach"
"1043776","Bosch, Jorrit","Die Linke","https://www.bundestag.de/abgeordnete/biografien/B/bosch_jorrit-1043776","true","2","Wahlkreisbüro Braunschweig, Wendenstr. 51, 38100 Braunschweig | Wahlkreisbüro Lüneburg, Reichenbachstraße 2, 21335 Lüneburg","38100 | 21335","Braunschweig | Lüneburg","Wahlkreisbüro Braunschweig
Wendenstr. 51
38100 Braunschweig
---
Wahlkreisbüro Lüneburg
Reichenbachstraße 2
21335 Lüneburg"
"1043786","Bouffier, Frederik","CDU/CSU","https://www.bundestag.de/abgeordnete/biografien/B/bouffier_frederik-1043786","true","2","Bürgerbüro Gießen, Spenerweg 8, 35394 Gießen | Bürgerbüro im Vogelsbergkreis, Altenburger Straße 16a, 36304 Alsfeld","35394 | 36304","Gießen | Alsfeld","Bürgerbüro Gießen
Spenerweg 8
35394 Gießen
---
Bürgerbüro im Vogelsbergkreis
Altenburger Straße 16a
36304 Alsfeld"
"1043788","Braga, Torben","AfD","https://www.bundestag.de/abgeordnete/biografien/B/braga_torben-1043788","true","1","Kesselgasse 25, 04600 Altenburg","04600","Altenburg","Kesselgasse 25
04600 Altenburg"
"1043790","Brand (Fulda), Michael","CDU/CSU","https://www.bundestag.de/abgeordnete/biografien/B/brand_michael-1043790","true","2","Bürgerbüro Fulda, Michael-Henkel-Straße 4-6, 36043 Fulda | Bürgerbüro Vogelsberg, Vogelsbergstraße 40, 36341 Lauterbach","36043 | 36341","Fulda | Lauterbach","Bürgerbüro Fulda
Michael-Henkel-Straße 4-6
36043 Fulda
---
Bürgerbüro Vogelsberg
Vogelsbergstraße 40
36341 Lauterbach"
"1043794","Brandes, Dirk","AfD","https://www.bundestag.de/abgeordnete/biografien/B/brandes_dirk-1043794","false","0","","","",""
"1048450","Brandl, Dr. Reinhard","CDU/CSU","https://www.bundestag.de/abgeordnete/biografien/B/brandl_reinhard-1048450","false","0","","","",""
